timestamp,action,model,params,cv_acc_mean,cv_acc_std,cv_f1_mean,cv_f1_std,holdout_acc,holdout_f1,cv_metric,cv_best,cv_splits
2025-08-24 01:51:54,train_save,Logistic Regression,"{'C': 1.0, 'max_iter': 200}",0.9533333333333334,0.0452155332208351,0.953216374269006,0.0453288553592332,0.9333333333333332,0.9333333333333332,,,
2025-08-24 02:03:02,train_save,SVC (RBF),"{'C': 1.0, 'gamma': 0.1}",0.9600000000000002,0.0388730126323019,0.9599331662489556,0.0389475655385454,0.9666666666666668,0.9665831244778612,,,
2025-08-24 05:23:16,automl_best_save,Logistic Regression,"{'C': 8.836038409295899, 'max_iter': 850}",,,,,,,accuracy,0.9733333333333333,5.0
